NAME,LONGITUDE,LATITUDE,POPULATION,AREA
AFRO:GHANA:ASHANTI:OBUASI_MUNICIPAL:A0000,-1.6856,6.1958,111290,146.4
AFRO:GHANA:ASHANTI:OFFINSO_MUNICIPAL:A0000,-1.7911,7.0977,7046,96.9
AFRO:GHANA:ASHANTI:OFFINSO_MUNICIPAL:A0001,-1.6871,6.9423,35080,114.0
AFRO:GHANA:ASHANTI:OFFINSO_MUNICIPAL:A0002,-1.7139,7.2116,10868,90.2
AFRO:GHANA:ASHANTI:OFFINSO_MUNICIPAL:A0003,-1.7795,7.0118,4048,98.3
AFRO:GHANA:ASHANTI:OFFINSO_MUNICIPAL:A0004,-1.6962,7.0411,7101,90.2
AFRO:GHANA:ASHANTI:OFFINSO_MUNICIPAL:A0005,-1.7105,7.1343,11235,98.9
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0000,-1.8937,7.1376,6787,102.0
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0001,-1.9603,7.3785,5030,96.4
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0002,-1.7800,7.2787,4875,90.2
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0003,-2.0362,7.3513,2998,85.3
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0004,-1.8398,7.3293,4689,112.4
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0005,-1.8136,7.1854,8538,88.8
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0006,-1.6882,7.2837,6044,94.0
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0007,-1.8752,7.4101,2976,91.7
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0008,-2.0794,7.4150,3908,87.2
AFRO:GHANA:ASHANTI:OFFINSO_NORTH:A0009,-1.9230,7.3040,4409,102.5
AFRO:GHANA:ASHANTI:OFORIKROM_MUNICIPAL:A0000,-1.5480,6.6752,395981,45.5
AFRO:GHANA:ASHANTI:OLD_TAFO_MUNICIPAL:A0000,-1.6082,6.7386,390069,29.2
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0000,-0.9425,7.1314,3595,78.4
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0001,-0.4730,7.2789,3690,94.4
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0002,-0.7847,7.4517,1276,104.6
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0003,-0.7536,7.1235,1419,113.3
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0004,-1.1062,6.9886,1617,86.1
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0005,-0.6955,7.4040,2768,86.6
AFRO:GHANA:ASHANTI:SEKYERE_AFRAM_PLAINS_NORTH:A0006,-0.7879,6.9441,1269,93.1
